"Wahlkreisnummer 1994",AGS,Gebietskörperschaft,Wahlbezirksnummer,Wahlberechtigte,"darunter Wahlberechtigte mit Sperrvermerk",Wähler,Wahlbeteiligung,"Ungültige Zweitstimmen","Gültige Zweitstimmen",SPD,"Anteil SPD in %",CDU,"Anteil CDU in %",FDP,"Anteil FDP in %",BFWG,"Anteil BFWG in %",GRÜNE/B90,"Anteil GRÜNE/B90 in %",Bürger,"Anteil Bürger in %",DSU,"Anteil DSU in %",GRAUE,"Anteil GRAUE in %",REP,"Anteil REP in %",ÖDP,"Anteil ÖDP in %",PDS,"Anteil PDS in %",UWVB,"Anteil UWVB in %"
9,1207351209,Schönermark,0001,315,0,205,"65,08",2,203,112,"55,17",52,"25,62",1,"0,49",0,"0,00",2,"0,99",0,"0,00",1,"0,49",1,"0,49",4,"1,97",0,"0,00",30,"14,78",0,"0,00"
9,1207351209,Schönermark,0002,107,2,68,"63,55",2,66,30,"45,45",22,"33,33",5,"7,58",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",1,"1,52",0,"0,00",8,"12,12",0,"0,00"
9,1207351604,Schönfeld,0001,134,0,102,"76,12",1,101,60,"59,41",35,"34,65",1,"0,99",0,"0,00",1,"0,99",0,"0,00",0,"0,00",0,"0,00",1,"0,99",0,"0,00",3,"2,97",0,"0,00"
9,1207352003,Schönfeld,0001,181,0,82,"45,30",0,82,44,"53,66",16,"19,51",0,"0,00",1,"1,22",2,"2,44",1,"1,22",0,"0,00",0,"0,00",0,"0,00",0,"0,00",18,"21,95",0,"0,00"
9,1207352003,Schönfeld,0002,433,1,192,"44,34",1,191,119,"62,30",23,"12,04",3,"1,57",0,"0,00",3,"1,57",2,"1,05",0,"0,00",0,"0,00",0,"0,00",0,"0,00",41,"21,47",0,"0,00"
9,1207352811,Schönwerder,0001,255,1,138,"54,12",2,136,74,"54,41",42,"30,88",1,"0,74",0,"0,00",1,"0,74",1,"0,74",0,"0,00",0,"0,00",2,"1,47",0,"0,00",15,"11,03",0,"0,00"
9,1207353606,Seehausen,0001,165,5,87,"52,73",4,83,42,"50,60",20,"24,10",0,"0,00",0,"0,00",4,"4,82",1,"1,20",0,"0,00",0,"0,00",3,"3,61",0,"0,00",13,"15,66",0,"0,00"
9,1207355209,Sternhagen,0001,223,6,127,"56,95",1,126,81,"64,29",18,"14,29",3,"2,38",0,"0,00",3,"2,38",1,"0,79",0,"0,00",0,"0,00",0,"0,00",0,"0,00",20,"15,87",0,"0,00"
9,1207356404,Tantow,0001,525,0,255,"48,57",2,253,120,"47,43",66,"26,09",6,"2,37",0,"0,00",9,"3,56",1,"0,40",0,"0,00",0,"0,00",6,"2,37",0,"0,00",36,"14,23",9,"3,56"
9,1207357607,Trebenow,0001,235,3,133,"56,60",4,129,66,"51,16",41,"31,78",2,"1,55",0,"0,00",2,"1,55",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",18,"13,95",0,"0,00"
9,1207357607,Trebenow,0002,177,0,112,"63,28",3,109,53,"48,62",45,"41,28",0,"0,00",0,"0,00",1,"0,92",0,"0,00",0,"0,00",0,"0,00",2,"1,83",0,"0,00",8,"7,34",0,"0,00"
9,1207357607,Trebenow,0003,158,2,81,"51,27",2,79,37,"46,84",17,"21,52",1,"1,27",0,"0,00",0,"0,00",2,"2,53",0,"0,00",0,"0,00",0,"0,00",0,"0,00",22,"27,85",0,"0,00"
9,1207358004,Vierraden,0001,669,31,322,"48,13",7,315,159,"50,48",98,"31,11",10,"3,17",1,"0,32",11,"3,49",4,"1,27",0,"0,00",1,"0,32",1,"0,32",0,"0,00",27,"8,57",3,"0,95"
9,1207358803,Wallmow,0001,235,5,123,"52,34",0,123,71,"57,72",13,"10,57",3,"2,44",0,"0,00",10,"8,13",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",26,"21,14",0,"0,00"
9,1207359206,Warnitz,0001,355,9,189,"53,24",3,186,110,"59,14",35,"18,82",3,"1,61",0,"0,00",2,"1,08",2,"1,08",0,"0,00",0,"0,00",0,"0,00",0,"0,00",34,"18,28",0,"0,00"
9,1207359206,Warnitz,0002,200,3,118,"59,00",5,113,76,"67,26",21,"18,58",1,"0,88",0,"0,00",1,"0,88",0,"0,00",0,"0,00",0,"0,00",1,"0,88",0,"0,00",13,"11,50",0,"0,00"
9,1207360004,Wartin,0001,362,3,191,"52,76",2,189,117,"61,90",49,"25,93",4,"2,12",0,"0,00",3,"1,59",0,"0,00",0,"0,00",1,"0,53",0,"0,00",0,"0,00",12,"6,35",3,"1,59"
9,1207361607,Wilsickow,0001,163,0,105,"64,42",1,104,38,"36,54",35,"33,65",3,"2,88",1,"0,96",5,"4,81",1,"0,96",0,"0,00",0,"0,00",0,"0,00",1,"0,96",20,"19,23",0,"0,00"
9,1207362007,Wismar,0001,165,0,71,"43,03",5,66,31,"46,97",19,"28,79",0,"0,00",0,"0,00",1,"1,52",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",15,"22,73",0,"0,00"
9,1207362403,Woddow,0001,116,1,67,"57,76",2,65,33,"50,77",22,"33,85",1,"1,54",0,"0,00",1,"1,54",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",8,"12,31",0,"0,00"
9,1207362807,Wolfshagen,0001,268,3,153,"57,09",4,149,74,"49,66",40,"26,85",0,"0,00",1,"0,67",6,"4,03",0,"0,00",0,"0,00",2,"1,34",1,"0,67",0,"0,00",25,"16,78",0,"0,00"
9,1207363603,Wollschow,0001,278,0,119,"42,81",2,117,57,"48,72",44,"37,61",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",2,"1,71",0,"0,00",14,"11,97",0,"0,00"
9,1207364004,Woltersdorf,0001,177,9,105,"59,32",0,105,70,"66,67",23,"21,90",2,"1,90",0,"0,00",1,"0,95",0,"0,00",0,"0,00",0,"0,00",2,"1,90",0,"0,00",7,"6,67",0,"0,00"
9,1207364806,Ziemkendorf,0001,109,4,41,"37,61",0,41,23,"56,10",12,"29,27",4,"9,76",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",1,"2,44",0,"0,00",1,"2,44",0,"0,00"
10,"1,20E+09",Briefwahlbezirk,0900,0,0,1354,"0,00",4,1350,734,"54,37",123,"9,11",14,"1,04",1,"0,07",60,"4,44",6,"0,44",0,"0,00",6,"0,44",6,"0,44",0,"0,00",396,"29,33",4,"0,30"
10,1207353200,Schwedt / Oder,0001,1143,100,524,"45,84",12,512,293,"57,23",89,"17,38",13,"2,54",0,"0,00",12,"2,34",1,"0,20",2,"0,39",1,"0,20",3,"0,59",0,"0,00",94,"18,36",4,"0,78"
10,1207353200,Schwedt / Oder,0002,944,137,416,"44,07",7,409,226,"55,26",76,"18,58",10,"2,44",0,"0,00",11,"2,69",1,"0,24",1,"0,24",1,"0,24",3,"0,73",0,"0,00",80,"19,56",0,"0,00"
10,1207353200,Schwedt / Oder,0003,902,48,445,"49,33",3,442,255,"57,69",74,"16,74",2,"0,45",0,"0,00",8,"1,81",2,"0,45",0,"0,00",1,"0,23",2,"0,45",0,"0,00",98,"22,17",0,"0,00"
10,1207353200,Schwedt / Oder,0004,928,56,466,"50,22",5,461,245,"53,15",66,"14,32",9,"1,95",0,"0,00",16,"3,47",5,"1,08",3,"0,65",0,"0,00",1,"0,22",2,"0,43",111,"24,08",3,"0,65"
10,1207353200,Schwedt / Oder,0005,999,48,576,"57,66",9,567,347,"61,20",93,"16,40",13,"2,29",0,"0,00",18,"3,17",2,"0,35",0,"0,00",3,"0,53",5,"0,88",1,"0,18",83,"14,64",2,"0,35"
10,1207353200,Schwedt / Oder,0006,899,50,462,"51,39",7,455,252,"55,38",63,"13,85",9,"1,98",1,"0,22",15,"3,30",2,"0,44",0,"0,00",1,"0,22",2,"0,44",0,"0,00",108,"23,74",2,"0,44"
10,1207353200,Schwedt / Oder,0007,916,49,504,"55,02",2,502,289,"57,57",88,"17,53",12,"2,39",0,"0,00",5,"1,00",4,"0,80",0,"0,00",1,"0,20",1,"0,20",0,"0,00",102,"20,32",0,"0,00"
10,1207353200,Schwedt / Oder,0008,1112,57,541,"48,65",8,533,316,"59,29",58,"10,88",13,"2,44",1,"0,19",12,"2,25",3,"0,56",0,"0,00",1,"0,19",2,"0,38",0,"0,00",127,"23,83",0,"0,00"
10,1207353200,Schwedt / Oder,0009,938,62,415,"44,24",8,407,226,"55,53",66,"16,22",2,"0,49",1,"0,25",5,"1,23",3,"0,74",1,"0,25",2,"0,49",3,"0,74",1,"0,25",96,"23,59",1,"0,25"
10,1207353200,Schwedt / Oder,0010,1159,59,610,"52,63",12,598,346,"57,86",83,"13,88",7,"1,17",0,"0,00",17,"2,84",2,"0,33",0,"0,00",1,"0,17",13,"2,17",0,"0,00",128,"21,40",1,"0,17"
10,1207353200,Schwedt / Oder,0011,828,44,396,"47,83",6,390,236,"60,51",56,"14,36",3,"0,77",0,"0,00",12,"3,08",0,"0,00",0,"0,00",1,"0,26",5,"1,28",0,"0,00",77,"19,74",0,"0,00"
10,1207353200,Schwedt / Oder,0012,1102,47,581,"52,72",8,573,307,"53,58",85,"14,83",12,"2,09",1,"0,17",17,"2,97",3,"0,52",0,"0,00",2,"0,35",1,"0,17",0,"0,00",145,"25,31",0,"0,00"
10,1207353200,Schwedt / Oder,0013,617,24,320,"51,86",6,314,197,"62,74",38,"12,10",6,"1,91",1,"0,32",9,"2,87",2,"0,64",0,"0,00",0,"0,00",2,"0,64",0,"0,00",58,"18,47",1,"0,32"
10,1207353200,Schwedt / Oder,0014,668,19,276,"41,32",3,273,154,"56,41",47,"17,22",13,"4,76",1,"0,37",13,"4,76",0,"0,00",0,"0,00",1,"0,37",3,"1,10",0,"0,00",41,"15,02",0,"0,00"
10,1207353200,Schwedt / Oder,0015,758,35,394,"51,98",0,394,212,"53,81",62,"15,74",13,"3,30",0,"0,00",17,"4,31",1,"0,25",0,"0,00",0,"0,00",5,"1,27",0,"0,00",81,"20,56",3,"0,76"
10,1207353200,Schwedt / Oder,0016,1114,30,592,"53,14",11,581,342,"58,86",88,"15,15",15,"2,58",0,"0,00",19,"3,27",2,"0,34",0,"0,00",0,"0,00",5,"0,86",0,"0,00",110,"18,93",0,"0,00"
10,1207353200,Schwedt / Oder,0017,876,21,467,"53,31",5,462,292,"63,20",62,"13,42",7,"1,52",0,"0,00",14,"3,03",1,"0,22",1,"0,22",2,"0,43",4,"0,87",1,"0,22",77,"16,67",1,"0,22"
10,1207353200,Schwedt / Oder,0018,1067,54,533,"49,95",9,524,303,"57,82",78,"14,89",10,"1,91",0,"0,00",12,"2,29",1,"0,19",0,"0,00",0,"0,00",3,"0,57",0,"0,00",115,"21,95",2,"0,38"
10,1207353200,Schwedt / Oder,0019,845,24,352,"41,66",6,346,200,"57,80",37,"10,69",6,"1,73",0,"0,00",10,"2,89",0,"0,00",1,"0,29",0,"0,00",3,"0,87",0,"0,00",87,"25,14",2,"0,58"
10,1207353200,Schwedt / Oder,0020,921,36,378,"41,04",3,375,215,"57,33",49,"13,07",4,"1,07",0,"0,00",13,"3,47",2,"0,53",0,"0,00",1,"0,27",1,"0,27",0,"0,00",89,"23,73",1,"0,27"
10,1207353200,Schwedt / Oder,0021,1141,24,466,"40,84",3,463,261,"56,37",56,"12,10",6,"1,30",0,"0,00",9,"1,94",2,"0,43",0,"0,00",1,"0,22",3,"0,65",0,"0,00",122,"26,35",3,"0,65"
10,1207353200,Schwedt / Oder,0022,1095,41,493,"45,02",4,489,290,"59,30",68,"13,91",9,"1,84",0,"0,00",19,"3,89",2,"0,41",0,"0,00",0,"0,00",5,"1,02",0,"0,00",95,"19,43",1,"0,20"
10,1207353200,Schwedt / Oder,0023,1174,32,424,"36,12",8,416,260,"62,50",44,"10,58",4,"0,96",0,"0,00",13,"3,13",1,"0,24",0,"0,00",1,"0,24",5,"1,20",0,"0,00",87,"20,91",1,"0,24"
10,1207353200,Schwedt / Oder,0024,939,17,376,"40,04",2,374,208,"55,61",42,"11,23",8,"2,14",0,"0,00",18,"4,81",2,"0,53",0,"0,00",1,"0,27",5,"1,34",1,"0,27",88,"23,53",1,"0,27"
10,1207353200,Schwedt / Oder,0025,1168,28,497,"42,55",6,491,288,"58,66",51,"10,39",13,"2,65",3,"0,61",9,"1,83",3,"0,61",0,"0,00",0,"0,00",11,"2,24",1,"0,20",112,"22,81",0,"0,00"
10,1207353200,Schwedt / Oder,0026,1163,24,480,"41,27",6,474,297,"62,66",65,"13,71",10,"2,11",0,"0,00",19,"4,01",6,"1,27",0,"0,00",1,"0,21",8,"1,69",0,"0,00",67,"14,14",1,"0,21"
10,1207353200,Schwedt / Oder,0027,1182,25,471,"39,85",7,464,282,"60,78",58,"12,50",7,"1,51",0,"0,00",20,"4,31",0,"0,00",1,"0,22",0,"0,00",4,"0,86",0,"0,00",92,"19,83",0,"0,00"
10,1207353200,Schwedt / Oder,0028,634,11,231,"36,44",4,227,126,"55,51",27,"11,89",6,"2,64",0,"0,00",9,"3,96",2,"0,88",0,"0,00",0,"0,00",3,"1,32",0,"0,00",54,"23,79",0,"0,00"
10,1207353200,Schwedt / Oder,0029,709,29,288,"40,62",4,284,158,"55,63",35,"12,32",5,"1,76",0,"0,00",6,"2,11",1,"0,35",0,"0,00",2,"0,70",5,"1,76",1,"0,35",69,"24,30",2,"0,70"
10,1207353200,Schwedt / Oder,0030,1109,25,437,"39,40",3,434,250,"57,60",64,"14,75",11,"2,53",0,"0,00",10,"2,30",1,"0,23",0,"0,00",0,"0,00",4,"0,92",1,"0,23",92,"21,20",1,"0,23"
10,1207353200,Schwedt / Oder,0031,1214,34,457,"37,64",8,449,265,"59,02",54,"12,03",7,"1,56",1,"0,22",19,"4,23",7,"1,56",1,"0,22",0,"0,00",4,"0,89",0,"0,00",91,"20,27",0,"0,00"
10,1207353200,Schwedt / Oder,0032,1149,47,435,"37,86",6,429,254,"59,21",58,"13,52",10,"2,33",0,"0,00",11,"2,56",3,"0,70",0,"0,00",0,"0,00",4,"0,93",0,"0,00",89,"20,75",0,"0,00"
10,1207353200,Schwedt / Oder,0033,1037,29,403,"38,86",2,401,251,"62,59",48,"11,97",9,"2,24",0,"0,00",16,"3,99",1,"0,25",0,"0,00",0,"0,00",5,"1,25",0,"0,00",71,"17,71",0,"0,00"
10,1207353200,Schwedt / Oder,0034,847,26,327,"38,61",3,324,184,"56,79",46,"14,20",7,"2,16",0,"0,00",13,"4,01",1,"0,31",0,"0,00",0,"0,00",3,"0,93",0,"0,00",70,"21,60",0,"0,00"
10,1207353200,Schwedt / Oder,0035,913,17,389,"42,61",1,388,249,"64,18",36,"9,28",0,"0,00",0,"0,00",14,"3,61",4,"1,03",0,"0,00",1,"0,26",5,"1,29",0,"0,00",78,"20,10",1,"0,26"
10,1207353200,Schwedt / Oder,0036,842,14,379,"45,01",7,372,230,"61,83",41,"11,02",6,"1,61",0,"0,00",16,"4,30",1,"0,27",0,"0,00",1,"0,27",0,"0,00",1,"0,27",76,"20,43",0,"0,00"
10,1207353200,Schwedt / Oder,0037,226,12,116,"51,33",1,115,68,"59,13",22,"19,13",2,"1,74",0,"0,00",4,"3,48",0,"0,00",0,"0,00",0,"0,00",2,"1,74",0,"0,00",17,"14,78",0,"0,00"
10,1207353200,Schwedt / Oder,0038,137,0,96,"70,07",1,95,63,"66,32",22,"23,16",0,"0,00",0,"0,00",1,"1,05",1,"1,05",0,"0,00",0,"0,00",0,"0,00",0,"0,00",8,"8,42",0,"0,00"
10,1207353200,Schwedt / Oder,0039,212,3,130,"61,32",5,125,58,"46,40",42,"33,60",2,"1,60",0,"0,00",0,"0,00",1,"0,80",1,"0,80",1,"0,80",1,"0,80",0,"0,00",19,"15,20",0,"0,00"
10,1207353200,Schwedt / Oder,0040,102,0,49,"48,04",0,49,22,"44,90",18,"36,73",2,"4,08",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",7,"14,29",0,"0,00"
10,1207353200,Schwedt / Oder,0041,378,1,220,"58,20",3,217,137,"63,13",41,"18,89",9,"4,15",1,"0,46",3,"1,38",0,"0,00",0,"0,00",1,"0,46",5,"2,30",0,"0,00",16,"7,37",4,"1,84"
11,"1,20E+09",Briefwahlbezirk,0999,0,0,1521,"0,00",5,1516,791,"52,18",271,"17,88",43,"2,84",26,"1,72",44,"2,90",7,"0,46",1,"0,07",10,"0,66",5,"0,33",4,"0,26",303,"19,99",11,"0,73"
11,1206300406,Bamme,0001,252,7,137,"54,37",4,133,60,"45,11",57,"42,86",4,"3,01",1,"0,75",4,"3,01",1,"0,75",1,"0,75",0,"0,00",1,"0,75",0,"0,00",4,"3,01",0,"0,00"
11,1206300806,Barnewitz,0001,245,5,140,"57,14",7,133,89,"66,92",24,"18,05",4,"3,01",0,"0,00",0,"0,00",1,"0,75",1,"0,75",0,"0,00",1,"0,75",1,"0,75",12,"9,02",0,"0,00"
11,1206302008,Böhne,0001,245,4,106,"43,27",0,106,68,"64,15",17,"16,04",2,"1,89",1,"0,94",2,"1,89",3,"2,83",0,"0,00",0,"0,00",1,"0,94",0,"0,00",12,"11,32",0,"0,00"
11,1206302802,Brädikow,0001,253,1,133,"52,57",5,128,88,"68,75",17,"13,28",2,"1,56",0,"0,00",3,"2,34",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",15,"11,72",3,"2,34"
11,1206304406,Buckow bei Nennhausen,0001,81,1,47,"58,02",3,44,16,"36,36",15,"34,09",6,"13,64",1,"2,27",1,"2,27",0,"0,00",0,"0,00",0,"0,00",1,"2,27",0,"0,00",4,"9,09",0,"0,00"
11,1206304806,Buschow,0001,362,6,209,"57,73",7,202,133,"65,84",34,"16,83",3,"1,49",0,"0,00",4,"1,98",1,"0,50",0,"0,00",0,"0,00",0,"0,00",0,"0,00",26,"12,87",1,"0,50"
11,1206305204,Bützer,0001,430,4,244,"56,74",4,240,124,"51,67",67,"27,92",14,"5,83",2,"0,83",3,"1,25",1,"0,42",0,"0,00",2,"0,83",1,"0,42",0,"0,00",26,"10,83",0,"0,00"
11,1206306006,Damme,0001,107,0,57,"53,27",0,57,37,"64,91",7,"12,28",1,"1,75",0,"0,00",0,"0,00",1,"1,75",0,"0,00",1,"1,75",0,"0,00",1,"1,75",9,"15,79",0,"0,00"
11,1206306407,Döberitz,0001,619,21,389,"62,84",3,386,237,"61,40",84,"21,76",9,"2,33",1,"0,26",4,"1,04",3,"0,78",0,"0,00",1,"0,26",1,"0,26",0,"0,00",43,"11,14",3,"0,78"
11,1206308406,Ferchesar,0001,247,6,150,"60,73",1,149,89,"59,73",25,"16,78",2,"1,34",0,"0,00",4,"2,68",0,"0,00",0,"0,00",1,"0,67",1,"0,67",0,"0,00",26,"17,45",1,"0,67"
11,1206308802,Friesack,0001,1806,42,905,"50,11",9,896,521,"58,15",134,"14,96",50,"5,58",0,"0,00",26,"2,90",15,"1,67",0,"0,00",2,"0,22",8,"0,89",0,"0,00",132,"14,73",8,"0,89"
11,1206309206,Garlitz,0001,279,5,147,"52,69",1,146,88,"60,27",32,"21,92",1,"0,68",0,"0,00",5,"3,42",0,"0,00",0,"0,00",0,"0,00",2,"1,37",0,"0,00",18,"12,33",0,"0,00"
11,1206309609,Görne,0001,148,2,85,"57,43",2,83,37,"44,58",13,"15,66",28,"33,73",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",1,"1,20",0,"0,00",4,"4,82",0,"0,00"
11,1206310008,Göttlin,0001,309,11,175,"56,63",2,173,97,"56,07",34,"19,65",2,"1,16",4,"2,31",3,"1,73",2,"1,16",0,"0,00",0,"0,00",1,"0,58",0,"0,00",30,"17,34",0,"0,00"
11,1206310406,Gräningen,0001,182,3,100,"54,95",4,96,59,"61,46",27,"28,13",0,"0,00",0,"0,00",2,"2,08",0,"0,00",0,"0,00",0,"0,00",0,"0,00",1,"1,04",7,"7,29",0,"0,00"
11,1206311209,Großderschau,0001,429,1,203,"47,32",6,197,119,"60,41",39,"19,80",17,"8,63",0,"0,00",4,"2,03",0,"0,00",0,"0,00",0,"0,00",4,"2,03",0,"0,00",14,"7,11",0,"0,00"
11,1206311604,Großwudicke,0001,689,4,353,"51,23",6,347,186,"53,60",74,"21,33",23,"6,63",0,"0,00",6,"1,73",2,"0,58",2,"0,58",1,"0,29",2,"0,58",0,"0,00",51,"14,70",0,"0,00"
11,1206312408,Grütz,0001,109,0,65,"59,63",1,64,25,"39,06",24,"37,50",2,"3,13",0,"0,00",9,"14,06",0,"0,00",0,"0,00",0,"0,00",1,"1,56",0,"0,00",3,"4,69",0,"0,00"
11,1206312809,Gülpe,0001,124,0,56,"45,16",0,56,36,"64,29",14,"25,00",3,"5,36",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",3,"5,36",0,"0,00"
11,1206313202,Haage,0001,198,3,103,"52,02",0,103,73,"70,87",14,"13,59",5,"4,85",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",9,"8,74",2,"1,94"
11,1206313609,Hohennauen,0001,474,21,266,"56,12",8,258,150,"58,14",47,"18,22",17,"6,59",1,"0,39",8,"3,10",1,"0,39",0,"0,00",2,"0,78",0,"0,00",0,"0,00",30,"11,63",2,"0,78"
11,1206314404,Jerchel,0001,186,4,114,"61,29",5,109,56,"51,38",28,"25,69",1,"0,92",0,"0,00",3,"2,75",2,"1,83",0,"0,00",1,"0,92",2,"1,83",0,"0,00",12,"11,01",4,"3,67"
11,1206316009,Kleßen,0001,208,0,114,"54,81",2,112,68,"60,71",22,"19,64",5,"4,46",2,"1,79",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",15,"13,39",0,"0,00"
11,1206316406,Kotzen,0001,293,1,145,"49,49",4,141,76,"53,90",33,"23,40",3,"2,13",0,"0,00",2,"1,42",0,"0,00",0,"0,00",0,"0,00",1,"0,71",0,"0,00",26,"18,44",0,"0,00"
11,1206316806,Kriele,0001,125,0,59,"47,20",1,58,33,"56,90",11,"18,97",3,"5,17",0,"0,00",0,"0,00",1,"1,72",0,"0,00",0,"0,00",0,"0,00",0,"0,00",10,"17,24",0,"0,00"
11,1206317206,Landin,0001,56,2,37,"66,07",2,35,19,"54,29",6,"17,14",3,"8,57",0,"0,00",4,"11,43",1,"2,86",0,"0,00",1,"2,86",0,"0,00",0,"0,00",1,"2,86",0,"0,00"
11,1206317606,Liepe,0001,145,1,74,"51,03",0,74,47,"63,51",17,"22,97",1,"1,35",0,"0,00",0,"0,00",0,"0,00",0,"0,00",1,"1,35",1,"1,35",0,"0,00",7,"9,46",0,"0,00"
11,1206318804,Milow,0001,1070,24,624,"58,32",3,621,369,"59,42",106,"17,07",26,"4,19",0,"0,00",18,"2,90",3,"0,48",2,"0,32",4,"0,64",6,"0,97",1,"0,16",83,"13,37",3,"0,48"
11,1206319207,Mögelin,0001,652,14,388,"59,51",2,386,223,"57,77",70,"18,13",10,"2,59",0,"0,00",9,"2,33",4,"1,04",0,"0,00",2,"0,52",6,"1,55",0,"0,00",58,"15,03",4,"1,04"
11,1206319604,Möthlitz,0001,174,0,106,"60,92",0,106,54,"50,94",39,"36,79",5,"4,72",0,"0,00",1,"0,94",2,"1,89",0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"4,72",0,"0,00"
11,1206319604,Möthlitz,0002,116,6,92,"79,31",2,90,25,"27,78",47,"52,22",1,"1,11",0,"0,00",4,"4,44",0,"0,00",0,"0,00",1,"1,11",0,"0,00",0,"0,00",11,"12,22",1,"1,11"
11,1206320006,Möthlow,0001,142,0,73,"51,41",2,71,48,"67,61",11,"15,49",1,"1,41",0,"0,00",0,"0,00",1,"1,41",0,"0,00",0,"0,00",0,"0,00",0,"0,00",10,"14,08",0,"0,00"
11,1206320406,Mützlitz,0001,124,2,79,"63,71",3,76,33,"43,42",23,"30,26",2,"2,63",0,"0,00",1,"1,32",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",17,"22,37",0,"0,00"
11,1206321206,Nennhausen,0001,784,22,420,"53,57",2,418,237,"56,70",79,"18,90",11,"2,63",3,"0,72",13,"3,11",3,"0,72",1,"0,24",4,"0,96",2,"0,48",0,"0,00",64,"15,31",1,"0,24"
11,1206321604,Nitzahn,0001,345,7,195,"56,52",4,191,131,"68,59",32,"16,75",1,"0,52",0,"0,00",3,"1,57",1,"0,52",0,"0,00",1,"0,52",2,"1,05",0,"0,00",20,"10,47",0,"0,00"
11,1206322409,Parey,0001,57,0,33,"57,89",0,33,18,"54,55",7,"21,21",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",7,"21,21",1,"3,03"
11,1206322802,Paulinenaue,0001,873,21,512,"58,65",9,503,300,"59,64",64,"12,72",5,"0,99",2,"0,40",13,"2,58",11,"2,19",0,"0,00",0,"0,00",4,"0,80",2,"0,40",99,"19,68",3,"0,60"
11,1206324002,Pessin,0001,537,3,228,"42,46",4,224,126,"56,25",45,"20,09",12,"5,36",1,"0,45",0,"0,00",0,"0,00",1,"0,45",0,"0,00",1,"0,45",0,"0,00",37,"16,52",1,"0,45"
11,1206324407,Premnitz,0001,1393,60,794,"57,00",10,784,460,"58,67",113,"14,41",14,"1,79",3,"0,38",19,"2,42",5,"0,64",1,"0,13",4,"0,51",5,"0,64",0,"0,00",158,"20,15",2,"0,26"
11,1206324407,Premnitz,0002,1104,32,570,"51,63",1,569,356,"62,57",76,"13,36",9,"1,58",0,"0,00",16,"2,81",0,"0,00",0,"0,00",4,"0,70",5,"0,88",2,"0,35",100,"17,57",1,"0,18"
11,1206324407,Premnitz,0003,1058,55,576,"54,44",6,570,346,"60,70",83,"14,56",26,"4,56",2,"0,35",9,"1,58",5,"0,88",0,"0,00",3,"0,53",7,"1,23",0,"0,00",87,"15,26",2,"0,35"
11,1206324407,Premnitz,0004,1308,36,564,"43,12",8,556,302,"54,32",109,"19,60",21,"3,78",2,"0,36",23,"4,14",5,"0,90",3,"0,54",5,"0,90",2,"0,36",1,"0,18",80,"14,39",3,"0,54"
11,1206324407,Premnitz,0005,1630,124,968,"59,39",13,955,584,"61,15",160,"16,75",15,"1,57",1,"0,10",29,"3,04",8,"0,84",0,"0,00",3,"0,31",5,"0,52",1,"0,10",147,"15,39",2,"0,21"
11,1206324407,Premnitz,0006,1638,47,887,"54,15",8,879,543,"61,77",129,"14,68",19,"2,16",2,"0,23",23,"2,62",5,"0,57",2,"0,23",5,"0,57",6,"0,68",1,"0,11",139,"15,81",5,"0,57"
11,1206325208,Rathenow,0001,668,17,394,"58,98",3,391,180,"46,04",112,"28,64",18,"4,60",6,"1,53",6,"1,53",0,"0,00",0,"0,00",1,"0,26",3,"0,77",1,"0,26",62,"15,86",2,"0,51"
11,1206325208,Rathenow,0002,1188,100,672,"56,57",4,668,329,"49,25",131,"19,61",43,"6,44",11,"1,65",30,"4,49",12,"1,80",0,"0,00",1,"0,15",3,"0,45",0,"0,00",107,"16,02",1,"0,15"
11,1206325208,Rathenow,0003,874,54,392,"44,85",7,385,190,"49,35",74,"19,22",21,"5,45",4,"1,04",15,"3,90",5,"1,30",0,"0,00",0,"0,00",3,"0,78",0,"0,00",68,"17,66",5,"1,30"
11,1206325208,Rathenow,0004,1427,48,747,"52,35",10,737,389,"52,78",126,"17,10",12,"1,63",14,"1,90",18,"2,44",4,"0,54",0,"0,00",3,"0,41",7,"0,95",2,"0,27",159,"21,57",3,"0,41"
11,1206325208,Rathenow,0005,1395,48,739,"52,97",9,730,310,"42,47",191,"26,16",43,"5,89",4,"0,55",16,"2,19",6,"0,82",0,"0,00",2,"0,27",5,"0,68",1,"0,14",148,"20,27",4,"0,55"
