"Wahlkreisnummer 1994",AGS,Gebietskörperschaft,Wahlbezirksnummer,Wahlberechtigte,"darunter Wahlberechtigte mit Sperrvermerk",Wähler,Wahlbeteiligung,"Ungültige Zweitstimmen","Gültige Zweitstimmen",SPD,"Anteil SPD in %",CDU,"Anteil CDU in %",FDP,"Anteil FDP in %",BFWG,"Anteil BFWG in %",GRÜNE/B90,"Anteil GRÜNE/B90 in %",Bürger,"Anteil Bürger in %",DSU,"Anteil DSU in %",GRAUE,"Anteil GRAUE in %",REP,"Anteil REP in %",ÖDP,"Anteil ÖDP in %",PDS,"Anteil PDS in %",UWVB,"Anteil UWVB in %"
37,1206617600,Lauchhammer,0013,1999,52,794,"39,72",24,770,426,"55,32",148,"19,22",15,"1,95",0,"0,00",28,"3,64",4,"0,52",2,"0,26",3,"0,39",8,"1,04",0,"0,00",134,"17,40",2,"0,26"
37,1206617600,Lauchhammer,0014,788,13,411,"52,16",10,401,215,"53,62",85,"21,20",7,"1,75",1,"0,25",12,"2,99",2,"0,50",0,"0,00",0,"0,00",5,"1,25",0,"0,00",74,"18,45",0,"0,00"
37,1206617600,Lauchhammer,0015,521,12,311,"59,69",13,298,166,"55,70",69,"23,15",4,"1,34",0,"0,00",1,"0,34",0,"0,00",1,"0,34",0,"0,00",0,"0,00",0,"0,00",56,"18,79",1,"0,34"
37,1206617600,Lauchhammer,0016,1152,33,595,"51,65",23,572,320,"55,94",150,"26,22",4,"0,70",2,"0,35",21,"3,67",4,"0,70",5,"0,87",0,"0,00",4,"0,70",0,"0,00",62,"10,84",0,"0,00"
37,1206618806,Lindenau,0001,630,2,384,"60,95",13,371,134,"36,12",185,"49,87",7,"1,89",2,"0,54",9,"2,43",0,"0,00",6,"1,62",0,"0,00",2,"0,54",0,"0,00",25,"6,74",1,"0,27"
37,1206623202,Niemtsch,0001,185,4,153,"82,70",1,152,52,"34,21",48,"31,58",4,"2,63",0,"0,00",2,"1,32",1,"0,66",1,"0,66",0,"0,00",3,"1,97",0,"0,00",38,"25,00",3,"1,97"
37,1206624006,Ortrand,0001,2146,98,1107,"51,58",31,1076,466,"43,31",324,"30,11",34,"3,16",1,"0,09",36,"3,35",8,"0,74",86,"7,99",1,"0,09",5,"0,46",1,"0,09",112,"10,41",2,"0,19"
37,1206624402,Peickwitz,0001,324,8,173,"53,40",6,167,89,"53,29",52,"31,14",1,"0,60",0,"0,00",5,"2,99",2,"1,20",0,"0,00",0,"0,00",2,"1,20",1,"0,60",15,"8,98",0,"0,00"
37,1206627207,Ruhland,0001,1256,73,658,"52,39",3,655,348,"53,13",158,"24,12",32,"4,89",0,"0,00",17,"2,60",3,"0,46",12,"1,83",1,"0,15",10,"1,53",1,"0,15",71,"10,84",2,"0,31"
37,1206627207,Ruhland,0002,1277,63,722,"56,54",10,712,406,"57,02",175,"24,58",20,"2,81",1,"0,14",13,"1,83",4,"0,56",14,"1,97",2,"0,28",2,"0,28",0,"0,00",75,"10,53",0,"0,00"
37,1206627207,Ruhland,0003,685,14,391,"57,08",5,386,217,"56,22",101,"26,17",14,"3,63",0,"0,00",9,"2,33",4,"1,04",7,"1,81",1,"0,26",4,"1,04",0,"0,00",28,"7,25",1,"0,26"
37,1206629207,Schwarzbach,0001,364,7,205,"56,32",4,201,74,"36,82",80,"39,80",2,"1,00",1,"0,50",10,"4,98",2,"1,00",2,"1,00",2,"1,00",4,"1,99",1,"0,50",23,"11,44",0,"0,00"
37,1206629207,Schwarzbach,0002,194,1,112,"57,73",0,112,50,"44,64",41,"36,61",4,"3,57",0,"0,00",1,"0,89",0,"0,00",2,"1,79",1,"0,89",2,"1,79",1,"0,89",10,"8,93",0,"0,00"
37,1206629600,Schwarzheide/N.L.,0001,1256,42,643,"51,19",13,630,380,"60,32",115,"18,25",17,"2,70",0,"0,00",12,"1,90",3,"0,48",5,"0,79",3,"0,48",3,"0,48",0,"0,00",92,"14,60",0,"0,00"
37,1206629600,Schwarzheide/N.L.,0002,1118,31,531,"47,50",10,521,273,"52,40",116,"22,26",18,"3,45",1,"0,19",16,"3,07",4,"0,77",4,"0,77",2,"0,38",7,"1,34",0,"0,00",80,"15,36",0,"0,00"
37,1206629600,Schwarzheide/N.L.,0003,1377,41,650,"47,20",27,623,342,"54,90",131,"21,03",28,"4,49",3,"0,48",17,"2,73",8,"1,28",3,"0,48",4,"0,64",6,"0,96",0,"0,00",80,"12,84",1,"0,16"
37,1206629600,Schwarzheide/N.L.,0004,884,22,468,"52,94",9,459,257,"55,99",96,"20,92",15,"3,27",3,"0,65",5,"1,09",3,"0,65",1,"0,22",1,"0,22",12,"2,61",0,"0,00",66,"14,38",0,"0,00"
37,1206629600,Schwarzheide/N.L.,0005,758,24,351,"46,31",4,347,209,"60,23",54,"15,56",13,"3,75",1,"0,29",9,"2,59",5,"1,44",2,"0,58",0,"0,00",6,"1,73",0,"0,00",48,"13,83",0,"0,00"
37,1206629600,Schwarzheide/N.L.,0006,739,7,331,"44,79",11,320,165,"51,56",82,"25,63",7,"2,19",0,"0,00",6,"1,88",1,"0,31",1,"0,31",1,"0,31",6,"1,88",0,"0,00",51,"15,94",0,"0,00"
37,1206631606,Tettau,0001,761,9,387,"50,85",4,383,162,"42,30",151,"39,43",10,"2,61",0,"0,00",17,"4,44",3,"0,78",5,"1,31",0,"0,00",11,"2,87",0,"0,00",24,"6,27",0,"0,00"
38,"1,20E+09",Briefwahlbezirk,0901,0,0,1206,"0,00",7,1199,645,"53,79",255,"21,27",18,"1,50",1,"0,08",17,"1,42",18,"1,50",4,"0,33",4,"0,33",12,"1,00",2,"0,17",219,"18,27",4,"0,33"
38,1206600404,Allmosen,0001,90,0,67,"74,44",3,64,41,"64,06",17,"26,56",1,"1,56",0,"0,00",4,"6,25",0,"0,00",1,"1,56",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00"
38,1206601208,Annahütte,0001,801,12,412,"51,44",21,391,237,"60,61",68,"17,39",5,"1,28",1,"0,26",10,"2,56",0,"0,00",5,"1,28",0,"0,00",2,"0,51",3,"0,77",60,"15,35",0,"0,00"
38,1206601208,Annahütte,0002,217,2,119,"54,84",1,118,78,"66,10",18,"15,25",2,"1,69",0,"0,00",2,"1,69",1,"0,85",0,"0,00",0,"0,00",0,"0,00",0,"0,00",17,"14,41",0,"0,00"
38,1206602004,Barzig,0001,61,0,46,"75,41",2,44,24,"54,55",13,"29,55",1,"2,27",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",4,"9,09",0,"0,00",2,"4,55",0,"0,00"
38,1206606008,Drochow,0001,196,2,125,"63,78",1,124,44,"35,48",25,"20,16",2,"1,61",1,"0,81",1,"0,81",1,"0,81",15,"12,10",0,"0,00",1,"0,81",0,"0,00",33,"26,61",1,"0,81"
38,1206606804,Freienhufen,0001,626,27,326,"52,08",6,320,160,"50,00",86,"26,88",5,"1,56",1,"0,31",9,"2,81",2,"0,63",2,"0,63",0,"0,00",8,"2,50",0,"0,00",46,"14,38",1,"0,31"
38,1206611204,Großräschen,0001,681,12,309,"45,37",9,300,166,"55,33",72,"24,00",7,"2,33",0,"0,00",13,"4,33",1,"0,33",2,"0,67",1,"0,33",8,"2,67",0,"0,00",30,"10,00",0,"0,00"
38,1206611204,Großräschen,0002,1162,32,532,"45,78",10,522,300,"57,47",118,"22,61",4,"0,77",3,"0,57",7,"1,34",4,"0,77",6,"1,15",2,"0,38",6,"1,15",0,"0,00",71,"13,60",1,"0,19"
38,1206611204,Großräschen,0003,1167,51,536,"45,93",20,516,275,"53,29",129,"25,00",8,"1,55",1,"0,19",13,"2,52",2,"0,39",1,"0,19",1,"0,19",7,"1,36",1,"0,19",78,"15,12",0,"0,00"
38,1206611204,Großräschen,0004,1162,54,508,"43,72",6,502,271,"53,98",118,"23,51",11,"2,19",2,"0,40",19,"3,78",2,"0,40",10,"1,99",0,"0,00",9,"1,79",0,"0,00",60,"11,95",0,"0,00"
38,1206611204,Großräschen,0005,106,0,49,"46,23",1,48,24,"50,00",12,"25,00",0,"0,00",0,"0,00",2,"4,17",0,"0,00",0,"0,00",0,"0,00",2,"4,17",0,"0,00",8,"16,67",0,"0,00"
38,1206611204,Großräschen,0006,853,23,348,"40,80",8,340,198,"58,24",81,"23,82",3,"0,88",2,"0,59",5,"1,47",0,"0,00",4,"1,18",0,"0,00",3,"0,88",0,"0,00",44,"12,94",0,"0,00"
38,1206611204,Großräschen,0007,850,22,331,"38,94",4,327,196,"59,94",43,"13,15",6,"1,83",3,"0,92",9,"2,75",2,"0,61",2,"0,61",0,"0,00",6,"1,83",0,"0,00",60,"18,35",0,"0,00"
38,1206611204,Großräschen,0008,894,21,270,"30,20",10,260,143,"55,00",51,"19,62",2,"0,77",1,"0,38",6,"2,31",5,"1,92",1,"0,38",1,"0,38",8,"3,08",1,"0,38",40,"15,38",1,"0,38"
38,1206611204,Großräschen,0009,1247,36,483,"38,73",8,475,264,"55,58",83,"17,47",5,"1,05",4,"0,84",19,"4,00",1,"0,21",3,"0,63",2,"0,42",19,"4,00",0,"0,00",75,"15,79",0,"0,00"
38,1206611204,Großräschen,0010,971,22,448,"46,14",11,437,239,"54,69",105,"24,03",7,"1,60",3,"0,69",10,"2,29",1,"0,23",1,"0,23",0,"0,00",11,"2,52",0,"0,00",59,"13,50",1,"0,23"
38,1206613608,Hörlitz,0001,749,15,365,"48,73",6,359,197,"54,87",73,"20,33",2,"0,56",1,"0,28",5,"1,39",3,"0,84",1,"0,28",0,"0,00",4,"1,11",1,"0,28",71,"19,78",1,"0,28"
38,1206616008,Klettwitz,0001,826,31,440,"53,27",9,431,210,"48,72",122,"28,31",5,"1,16",1,"0,23",22,"5,10",5,"1,16",2,"0,46",2,"0,46",9,"2,09",0,"0,00",52,"12,06",1,"0,23"
38,1206620808,Meuro,0001,413,7,251,"60,77",4,247,104,"42,11",62,"25,10",5,"2,02",0,"0,00",15,"6,07",0,"0,00",5,"2,02",0,"0,00",1,"0,40",1,"0,40",54,"21,86",0,"0,00"
38,1206627604,Saalhausen,0001,220,4,137,"62,27",1,136,52,"38,24",54,"39,71",0,"0,00",1,"0,74",2,"1,47",0,"0,00",0,"0,00",0,"0,00",3,"2,21",1,"0,74",23,"16,91",0,"0,00"
38,1206628408,Schipkau,0001,1003,24,404,"40,28",6,398,227,"57,04",98,"24,62",1,"0,25",0,"0,00",10,"2,51",1,"0,25",4,"1,01",2,"0,50",6,"1,51",0,"0,00",49,"12,31",0,"0,00"
38,1206628408,Schipkau,0002,1390,29,514,"36,98",9,505,286,"56,63",83,"16,44",3,"0,59",2,"0,40",17,"3,37",1,"0,20",2,"0,40",1,"0,20",8,"1,58",0,"0,00",100,"19,80",2,"0,40"
38,1206628408,Schipkau,0003,1373,35,708,"51,57",26,682,366,"53,67",188,"27,57",6,"0,88",0,"0,00",17,"2,49",5,"0,73",6,"0,88",1,"0,15",10,"1,47",3,"0,44",80,"11,73",0,"0,00"
38,1206630004,Sedlitz            01.03.97,0001,809,37,429,"53,03",12,417,208,"49,88",108,"25,90",6,"1,44",3,"0,72",9,"2,16",6,"1,44",0,"0,00",1,"0,24",9,"2,16",0,"0,00",65,"15,59",2,"0,48"
38,1206630400,Senftenberg,0001,1454,64,779,"53,58",19,760,380,"50,00",153,"20,13",13,"1,71",2,"0,26",18,"2,37",5,"0,66",4,"0,53",0,"0,00",11,"1,45",2,"0,26",170,"22,37",2,"0,26"
38,1206630400,Senftenberg,0002,1578,44,789,"50,00",23,766,398,"51,96",159,"20,76",17,"2,22",1,"0,13",25,"3,26",9,"1,17",7,"0,91",2,"0,26",14,"1,83",0,"0,00",128,"16,71",6,"0,78"
38,1206630400,Senftenberg,0003,1529,58,742,"48,53",10,732,365,"49,86",127,"17,35",18,"2,46",1,"0,14",34,"4,64",6,"0,82",3,"0,41",0,"0,00",19,"2,60",0,"0,00",156,"21,31",3,"0,41"
38,1206630400,Senftenberg,0004,283,17,150,"53,00",2,148,57,"38,51",53,"35,81",2,"1,35",0,"0,00",3,"2,03",1,"0,68",0,"0,00",1,"0,68",1,"0,68",0,"0,00",28,"18,92",2,"1,35"
38,1206630400,Senftenberg,0005,1429,59,789,"55,21",11,778,398,"51,16",179,"23,01",20,"2,57",2,"0,26",35,"4,50",4,"0,51",8,"1,03",2,"0,26",10,"1,29",0,"0,00",119,"15,30",1,"0,13"
38,1206630400,Senftenberg,0006,1684,40,755,"44,83",5,750,402,"53,60",140,"18,67",7,"0,93",4,"0,53",11,"1,47",8,"1,07",8,"1,07",1,"0,13",9,"1,20",1,"0,13",154,"20,53",5,"0,67"
38,1206630400,Senftenberg,0007,906,28,408,"45,03",16,392,180,"45,92",96,"24,49",7,"1,79",2,"0,51",18,"4,59",9,"2,30",7,"1,79",1,"0,26",3,"0,77",0,"0,00",64,"16,33",5,"1,28"
38,1206630400,Senftenberg,0008,1519,58,735,"48,39",6,729,366,"50,21",173,"23,73",21,"2,88",2,"0,27",24,"3,29",3,"0,41",0,"0,00",1,"0,14",8,"1,10",1,"0,14",122,"16,74",8,"1,10"
38,1206630400,Senftenberg,0009,1741,76,922,"52,96",6,916,493,"53,82",158,"17,25",15,"1,64",4,"0,44",31,"3,38",8,"0,87",4,"0,44",1,"0,11",8,"0,87",0,"0,00",190,"20,74",4,"0,44"
38,1206630400,Senftenberg,0010,1409,44,677,"48,05",11,666,344,"51,65",135,"20,27",13,"1,95",3,"0,45",14,"2,10",4,"0,60",1,"0,15",3,"0,45",14,"2,10",0,"0,00",134,"20,12",1,"0,15"
38,1206630400,Senftenberg,0011,1839,86,991,"53,89",18,973,552,"56,73",170,"17,47",13,"1,34",0,"0,00",20,"2,06",4,"0,41",5,"0,51",3,"0,31",15,"1,54",0,"0,00",186,"19,12",5,"0,51"
38,1206630400,Senftenberg,0012,1851,88,928,"50,14",13,915,476,"52,02",171,"18,69",12,"1,31",5,"0,55",23,"2,51",5,"0,55",14,"1,53",1,"0,11",30,"3,28",0,"0,00",170,"18,58",8,"0,87"
38,1206630400,Senftenberg,0013,1478,63,689,"46,62",15,674,338,"50,15",130,"19,29",8,"1,19",1,"0,15",23,"3,41",8,"1,19",3,"0,45",0,"0,00",13,"1,93",1,"0,15",147,"21,81",2,"0,30"
38,1206630400,Senftenberg,0014,1502,65,678,"45,14",4,674,325,"48,22",129,"19,14",8,"1,19",6,"0,89",21,"3,12",3,"0,45",1,"0,15",1,"0,15",9,"1,34",1,"0,15",165,"24,48",5,"0,74"
38,1206630400,Senftenberg,0015,1552,63,758,"48,84",14,744,373,"50,13",174,"23,39",19,"2,55",3,"0,40",21,"2,82",0,"0,00",7,"0,94",3,"0,40",18,"2,42",2,"0,27",122,"16,40",2,"0,27"
38,1206632804,Wormlage,0001,358,5,190,"53,07",8,182,88,"48,35",50,"27,47",3,"1,65",0,"0,00",5,"2,75",0,"0,00",0,"0,00",0,"0,00",4,"2,20",0,"0,00",32,"17,58",0,"0,00"
38,1206633204,Woschkow,0001,81,1,55,"67,90",0,55,25,"45,45",22,"40,00",1,"1,82",0,"0,00",1,"1,82",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,"10,91",0,"0,00"
39,"1,20E+09",Briefwahlbezirk,0901,0,0,1150,"0,00",2,1148,620,"54,01",222,"19,34",42,"3,66",1,"0,09",33,"2,87",18,"1,57",1,"0,09",3,"0,26",7,"0,61",0,"0,00",192,"16,72",9,"0,78"
39,1206600801,Altdöbern,0001,1491,41,782,"52,45",22,760,412,"54,21",191,"25,13",13,"1,71",1,"0,13",20,"2,63",4,"0,53",3,"0,39",0,"0,00",6,"0,79",1,"0,13",108,"14,21",1,"0,13"
39,1206600801,Altdöbern,0002,1012,99,555,"54,84",16,539,269,"49,91",178,"33,02",11,"2,04",0,"0,00",12,"2,23",5,"0,93",0,"0,00",0,"0,00",6,"1,11",1,"0,19",57,"10,58",0,"0,00"
39,1206601601,Bahnsdorf,0001,184,4,113,"61,41",7,106,47,"44,34",41,"38,68",2,"1,89",0,"0,00",3,"2,83",1,"0,94",0,"0,00",0,"0,00",1,"0,94",2,"1,89",8,"7,55",1,"0,94"
39,1206601601,Bahnsdorf,0002,95,0,65,"68,42",2,63,29,"46,03",30,"47,62",0,"0,00",2,"3,17",0,"0,00",1,"1,59",0,"0,00",0,"0,00",1,"1,59",0,"0,00",0,"0,00",0,"0,00"
39,1206602405,Bischdorf,0001,176,5,126,"71,59",1,125,71,"56,80",38,"30,40",4,"3,20",0,"0,00",1,"0,80",1,"0,80",0,"0,00",1,"0,80",2,"1,60",0,"0,00",7,"5,60",0,"0,00"
39,1206602805,Boblitz,0001,511,4,293,"57,34",4,289,170,"58,82",69,"23,88",12,"4,15",0,"0,00",9,"3,11",4,"1,38",0,"0,00",1,"0,35",4,"1,38",0,"0,00",18,"6,23",2,"0,69"
39,1206603203,Bolschwitz,0001,104,0,60,"57,69",0,60,31,"51,67",19,"31,67",0,"0,00",0,"0,00",5,"8,33",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",5,"8,33",0,"0,00"
39,1206604003,Bronkow,0001,147,2,79,"53,74",1,78,46,"58,97",20,"25,64",3,"3,85",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",1,"1,28",0,"0,00",8,"10,26",0,"0,00"
39,1206604003,Bronkow,0002,53,0,41,"77,36",1,40,26,"65,00",4,"10,00",1,"2,50",0,"0,00",3,"7,50",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,"15,00",0,"0,00"
39,1206604003,Bronkow,0003,91,0,50,"54,95",1,49,33,"67,35",10,"20,41",1,"2,04",0,"0,00",2,"4,08",0,"0,00",0,"0,00",0,"0,00",1,"2,04",0,"0,00",2,"4,08",0,"0,00"
39,1206604401,Buchwäldchen,0001,190,0,112,"58,95",1,111,59,"53,15",29,"26,13",1,"0,90",0,"0,00",7,"6,31",0,"0,00",1,"0,90",0,"0,00",2,"1,80",0,"0,00",12,"10,81",0,"0,00"
39,1206604803,Buckow,0001,126,0,80,"63,49",3,77,34,"44,16",33,"42,86",2,"2,60",0,"0,00",0,"0,00",2,"2,60",0,"0,00",0,"0,00",0,"0,00",0,"0,00",6,"7,79",0,"0,00"
39,1206605203,Calau,0001,1282,68,653,"50,94",12,641,317,"49,45",172,"26,83",17,"2,65",0,"0,00",22,"3,43",6,"0,94",1,"0,16",0,"0,00",3,"0,47",0,"0,00",103,"16,07",0,"0,00"
39,1206605203,Calau,0002,1531,65,746,"48,73",13,733,381,"51,98",174,"23,74",19,"2,59",1,"0,14",18,"2,46",7,"0,95",0,"0,00",0,"0,00",11,"1,50",0,"0,00",120,"16,37",2,"0,27"
39,1206605203,Calau,0003,605,35,320,"52,89",4,316,158,"50,00",73,"23,10",4,"1,27",2,"0,63",11,"3,48",4,"1,27",2,"0,63",0,"0,00",3,"0,95",0,"0,00",56,"17,72",3,"0,95"
39,1206605203,Calau,0004,966,47,497,"51,45",15,482,276,"57,26",101,"20,95",19,"3,94",0,"0,00",17,"3,53",5,"1,04",1,"0,21",2,"0,41",0,"0,00",0,"0,00",61,"12,66",0,"0,00"
39,1206605203,Calau,0005,1229,52,586,"47,68",10,576,313,"54,34",121,"21,01",5,"0,87",0,"0,00",29,"5,03",3,"0,52",1,"0,17",3,"0,52",5,"0,87",0,"0,00",93,"16,15",3,"0,52"
39,1206605603,Craupe,0001,145,0,92,"63,45",2,90,39,"43,33",33,"36,67",3,"3,33",0,"0,00",2,"2,22",0,"0,00",0,"0,00",0,"0,00",2,"2,22",0,"0,00",11,"12,22",0,"0,00"
39,1206607203,Gollmitz,0001,212,0,144,"67,92",6,138,84,"60,87",31,"22,46",3,"2,17",0,"0,00",0,"0,00",2,"1,45",1,"0,72",0,"0,00",1,"0,72",0,"0,00",16,"11,59",0,"0,00"
39,1206607609,Göritz,0001,152,3,99,"65,13",2,97,43,"44,33",30,"30,93",5,"5,15",0,"0,00",5,"5,15",3,"3,09",0,"0,00",0,"0,00",1,"1,03",0,"0,00",10,"10,31",0,"0,00"
39,1206608001,Gosda,0001,130,4,85,"65,38",2,83,40,"48,19",25,"30,12",0,"0,00",0,"0,00",5,"6,02",1,"1,20",0,"0,00",1,"1,20",3,"3,61",0,"0,00",8,"9,64",0,"0,00"
39,1206608405,Groß Beuchow,0001,300,3,152,"50,67",4,148,89,"60,14",26,"17,57",2,"1,35",0,"0,00",2,"1,35",1,"0,68",0,"0,00",0,"0,00",2,"1,35",0,"0,00",26,"17,57",0,"0,00"
39,1206608803,Groß Jehser,0001,156,0,100,"64,10",1,99,63,"63,64",22,"22,22",1,"1,01",0,"0,00",4,"4,04",0,"0,00",0,"0,00",1,"1,01",2,"2,02",0,"0,00",6,"6,06",0,"0,00"
39,1206608803,Groß Jehser,0002,92,0,61,"66,30",2,59,36,"61,02",14,"23,73",0,"0,00",1,"1,69",3,"5,08",0,"0,00",0,"0,00",0,"0,00",1,"1,69",0,"0,00",3,"5,08",1,"1,69"
39,1206609205,Groß Lübbenau,0001,218,0,142,"65,14",2,140,78,"55,71",42,"30,00",2,"1,43",0,"0,00",1,"0,71",1,"0,71",0,"0,00",0,"0,00",2,"1,43",0,"0,00",14,"10,00",0,"0,00"
39,1206609605,Groß-Klessow,0001,185,3,125,"67,57",5,120,69,"57,50",38,"31,67",2,"1,67",0,"0,00",3,"2,50",1,"0,83",0,"0,00",0,"0,00",0,"0,00",0,"0,00",7,"5,83",0,"0,00"
39,1206610003,Groß-Mehßow,0001,168,0,106,"63,10",1,105,49,"46,67",42,"40,00",3,"2,86",0,"0,00",3,"2,86",0,"0,00",0,"0,00",0,"0,00",2,"1,90",1,"0,95",5,"4,76",0,"0,00"
39,1206612805,Hindenberg,0001,113,4,88,"77,88",0,88,48,"54,55",24,"27,27",4,"4,55",0,"0,00",3,"3,41",0,"0,00",0,"0,00",0,"0,00",1,"1,14",0,"0,00",7,"7,95",1,"1,14"
39,1206614803,Kemmen,0001,97,0,71,"73,20",1,70,28,"40,00",25,"35,71",2,"2,86",0,"0,00",2,"2,86",0,"0,00",1,"1,43",0,"0,00",1,"1,43",0,"0,00",11,"15,71",0,"0,00"
39,1206614803,Kemmen,0002,91,0,64,"70,33",1,63,32,"50,79",25,"39,68",0,"0,00",0,"0,00",4,"6,35",0,"0,00",1,"1,59",0,"0,00",0,"0,00",1,"1,59",0,"0,00",0,"0,00"
39,1206615205,Kittlitz,0001,227,15,130,"57,27",5,125,64,"51,20",48,"38,40",1,"0,80",1,"0,80",2,"1,60",2,"1,60",0,"0,00",1,"0,80",0,"0,00",0,"0,00",6,"4,80",0,"0,00"
39,1206615605,Klein Radden,0001,185,3,137,"74,05",1,136,80,"58,82",43,"31,62",0,"0,00",0,"0,00",1,"0,74",0,"0,00",0,"0,00",0,"0,00",3,"2,21",0,"0,00",9,"6,62",0,"0,00"
39,1206616409,Koßwig,0001,160,0,101,"63,13",4,97,46,"47,42",39,"40,21",5,"5,15",0,"0,00",4,"4,12",1,"1,03",0,"0,00",1,"1,03",1,"1,03",0,"0,00",0,"0,00",0,"0,00"
39,1206617209,Laasow,0001,182,7,114,"62,64",0,114,64,"56,14",25,"21,93",7,"6,14",0,"0,00",2,"1,75",0,"0,00",0,"0,00",0,"0,00",2,"1,75",0,"0,00",14,"12,28",0,"0,00"
39,1206617209,Laasow,0002,107,0,71,"66,36",2,69,41,"59,42",18,"26,09",3,"4,35",0,"0,00",4,"5,80",0,"0,00",0,"0,00",0,"0,00",1,"1,45",0,"0,00",2,"2,90",0,"0,00"
39,1206618005,Leipe,0001,113,0,68,"60,18",1,67,46,"68,66",15,"22,39",0,"0,00",0,"0,00",1,"1,49",0,"0,00",0,"0,00",0,"0,00",1,"1,49",0,"0,00",3,"4,48",1,"1,49"
39,1206618401,Lindchen,0001,69,1,36,"52,17",0,36,23,"63,89",6,"16,67",1,"2,78",0,"0,00",2,"5,56",2,"5,56",0,"0,00",1,"2,78",1,"2,78",0,"0,00",0,"0,00",0,"0,00"
39,1206619201,Lipten,0001,145,1,103,"71,03",1,102,56,"54,90",26,"25,49",3,"2,94",0,"0,00",4,"3,92",0,"0,00",0,"0,00",0,"0,00",1,"0,98",0,"0,00",12,"11,76",0,"0,00"
39,1206619605,Lübbenau/Spreewald,0001,661,25,370,"55,98",12,358,206,"57,54",104,"29,05",6,"1,68",0,"0,00",11,"3,07",0,"0,00",0,"0,00",0,"0,00",3,"0,84",0,"0,00",27,"7,54",1,"0,28"
39,1206619605,Lübbenau/Spreewald,0002,717,20,326,"45,47",5,321,212,"66,04",61,"19,00",7,"2,18",0,"0,00",3,"0,93",1,"0,31",0,"0,00",0,"0,00",4,"1,25",0,"0,00",32,"9,97",1,"0,31"
39,1206619605,Lübbenau/Spreewald,0003,1000,42,545,"54,50",8,537,279,"51,96",194,"36,13",6,"1,12",0,"0,00",13,"2,42",2,"0,37",1,"0,19",1,"0,19",4,"0,74",0,"0,00",34,"6,33",3,"0,56"
39,1206619605,Lübbenau/Spreewald,0004,1089,42,520,"47,75",16,504,294,"58,33",98,"19,44",10,"1,98",0,"0,00",6,"1,19",3,"0,60",0,"0,00",1,"0,20",2,"0,40",1,"0,20",88,"17,46",1,"0,20"
39,1206619605,Lübbenau/Spreewald,0005,1138,35,571,"50,18",12,559,316,"56,53",83,"14,85",9,"1,61",1,"0,18",15,"2,68",3,"0,54",0,"0,00",1,"0,18",6,"1,07",0,"0,00",125,"22,36",0,"0,00"
39,1206619605,Lübbenau/Spreewald,0006,1297,34,547,"42,17",20,527,327,"62,05",94,"17,84",5,"0,95",0,"0,00",8,"1,52",3,"0,57",1,"0,19",1,"0,19",2,"0,38",0,"0,00",85,"16,13",1,"0,19"
39,1206619605,Lübbenau/Spreewald,0007,1649,120,654,"39,66",16,638,399,"62,54",101,"15,83",10,"1,57",0,"0,00",25,"3,92",3,"0,47",1,"0,16",0,"0,00",6,"0,94",0,"0,00",92,"14,42",1,"0,16"
39,1206619605,Lübbenau/Spreewald,0008,1362,34,526,"38,62",9,517,330,"63,83",76,"14,70",5,"0,97",1,"0,19",13,"2,51",3,"0,58",0,"0,00",0,"0,00",7,"1,35",0,"0,00",80,"15,47",2,"0,39"
39,1206619605,Lübbenau/Spreewald,0009,1626,60,843,"51,85",17,826,507,"61,38",146,"17,68",12,"1,45",0,"0,00",23,"2,78",5,"0,61",0,"0,00",1,"0,12",7,"0,85",0,"0,00",123,"14,89",2,"0,24"
39,1206619605,Lübbenau/Spreewald,0010,1931,77,1017,"52,67",29,988,601,"60,83",168,"17,00",12,"1,21",3,"0,30",13,"1,32",5,"0,51",0,"0,00",3,"0,30",7,"0,71",0,"0,00",165,"16,70",11,"1,11"
39,1206619605,Lübbenau/Spreewald,0011,1792,90,984,"54,91",16,968,585,"60,43",168,"17,36",8,"0,83",0,"0,00",26,"2,69",6,"0,62",0,"0,00",4,"0,41",8,"0,83",1,"0,10",157,"16,22",5,"0,52"
39,1206619605,Lübbenau/Spreewald,0012,123,4,70,"56,91",2,68,42,"61,76",15,"22,06",1,"1,47",0,"0,00",1,"1,47",2,"2,94",0,"0,00",0,"0,00",0,"0,00",0,"0,00",7,"10,29",0,"0,00"
39,1206619605,Lübbenau/Spreewald,0013,144,7,99,"68,75",1,98,49,"50,00",34,"34,69",4,"4,08",0,"0,00",5,"5,10",1,"1,02",0,"0,00",0,"0,00",1,"1,02",0,"0,00",4,"4,08",0,"0,00"
39,1206619605,Lübbenau/Spreewald,0014,431,13,247,"57,31",2,245,115,"46,94",90,"36,73",6,"2,45",0,"0,00",2,"0,82",0,"0,00",0,"0,00",0,"0,00",4,"1,63",0,"0,00",28,"11,43",0,"0,00"
